location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Lithuania,2022-07-08,0,4,0.03,0.0,0.0
Lithuania,2022-07-08,10,14,25.26,23.04,0.25
Lithuania,2022-07-08,15,17,61.06,57.89,1.56
Lithuania,2022-07-08,18,24,85.55,82.6,29.05
Lithuania,2022-07-08,25,49,81.75,79.64,31.39
Lithuania,2022-07-08,5,9,3.72,2.55,0.0
Lithuania,2022-07-08,50,59,81.59,79.73,36.99
Lithuania,2022-07-08,60,69,79.6,78.24,46.99
Lithuania,2022-07-08,70,79,80.24,79.03,56.51
Lithuania,2022-07-08,80,,68.31,67.58,48.42
Lithuania,2022-07-15,0,4,0.03,0.0,0.0
Lithuania,2022-07-15,10,14,25.28,23.05,0.26
Lithuania,2022-07-15,15,17,61.07,57.9,1.59
Lithuania,2022-07-15,18,24,85.56,82.61,29.07
Lithuania,2022-07-15,25,49,81.77,79.65,31.43
Lithuania,2022-07-15,5,9,3.73,2.55,0.0
Lithuania,2022-07-15,50,59,81.6,79.73,37.01
Lithuania,2022-07-15,60,69,79.61,78.25,47.01
Lithuania,2022-07-15,70,79,80.24,79.03,56.53
Lithuania,2022-07-15,80,,68.31,67.58,48.45
Lithuania,2022-07-22,0,4,0.03,0.0,0.0
Lithuania,2022-07-22,10,14,25.29,23.07,0.27
Lithuania,2022-07-22,15,17,61.08,57.91,1.62
Lithuania,2022-07-22,18,24,85.57,82.62,29.1
Lithuania,2022-07-22,25,49,81.78,79.67,31.45
Lithuania,2022-07-22,5,9,3.74,2.55,0.0
Lithuania,2022-07-22,50,59,81.6,79.74,37.03
Lithuania,2022-07-22,60,69,79.61,78.25,47.03
Lithuania,2022-07-22,70,79,80.25,79.03,56.55
Lithuania,2022-07-22,80,,68.31,67.58,48.47
Lithuania,2022-07-29,0,4,0.03,0.0,0.0
Lithuania,2022-07-29,10,14,25.31,23.08,0.28
Lithuania,2022-07-29,15,17,61.09,57.92,1.66
Lithuania,2022-07-29,18,24,85.59,82.63,29.12
Lithuania,2022-07-29,25,49,81.79,79.67,31.48
Lithuania,2022-07-29,5,9,3.75,2.56,0.0
Lithuania,2022-07-29,50,59,81.61,79.74,37.04
Lithuania,2022-07-29,60,69,79.62,78.26,47.05
Lithuania,2022-07-29,70,79,80.25,79.03,56.57
Lithuania,2022-07-29,80,,68.32,67.58,48.49
Lithuania,2022-08-05,0,4,0.03,0.0,0.0
Lithuania,2022-08-05,10,14,25.32,23.1,0.28
Lithuania,2022-08-05,15,17,61.09,57.93,1.69
Lithuania,2022-08-05,18,24,85.6,82.65,29.15
Lithuania,2022-08-05,25,49,81.81,79.69,31.51
Lithuania,2022-08-05,5,9,3.76,2.57,0.0
Lithuania,2022-08-05,50,59,81.62,79.75,37.06
Lithuania,2022-08-05,60,69,79.62,78.26,47.08
Lithuania,2022-08-05,70,79,80.25,79.04,56.62
Lithuania,2022-08-05,80,,68.32,67.58,48.55
Lithuania,2022-08-12,0,4,0.03,0.0,0.0
Lithuania,2022-08-12,10,14,25.33,23.11,0.28
Lithuania,2022-08-12,15,17,61.1,57.94,1.69
Lithuania,2022-08-12,18,24,85.61,82.65,29.17
Lithuania,2022-08-12,25,49,81.83,79.7,31.52
Lithuania,2022-08-12,5,9,3.77,2.58,0.0
Lithuania,2022-08-12,50,59,81.63,79.75,37.08
Lithuania,2022-08-12,60,69,79.63,78.27,47.09
Lithuania,2022-08-12,70,79,80.25,79.04,56.63
Lithuania,2022-08-12,80,,68.32,67.58,48.56
Lithuania,2022-08-19,0,4,0.03,0.0,0.0
Lithuania,2022-08-19,10,14,25.34,23.12,0.29
Lithuania,2022-08-19,15,17,61.11,57.94,1.71
Lithuania,2022-08-19,18,24,85.62,82.67,29.19
Lithuania,2022-08-19,25,49,81.84,79.72,31.54
Lithuania,2022-08-19,5,9,3.77,2.59,0.0
Lithuania,2022-08-19,50,59,81.63,79.76,37.08
Lithuania,2022-08-19,60,69,79.63,78.27,47.11
Lithuania,2022-08-19,70,79,80.26,79.04,56.64
Lithuania,2022-08-19,80,,68.32,67.59,48.56
Lithuania,2022-08-26,0,4,0.03,0.0,0.0
Lithuania,2022-08-26,10,14,25.35,23.13,0.3
Lithuania,2022-08-26,15,17,61.12,57.95,1.72
Lithuania,2022-08-26,18,24,85.63,82.68,29.2
Lithuania,2022-08-26,25,49,81.86,79.73,31.55
Lithuania,2022-08-26,5,9,3.78,2.59,0.0
Lithuania,2022-08-26,50,59,81.64,79.76,37.09
Lithuania,2022-08-26,60,69,79.64,78.28,47.11
Lithuania,2022-08-26,70,79,80.26,79.05,56.64
Lithuania,2022-08-26,80,,68.32,67.59,48.57
Lithuania,2022-09-02,0,4,0.03,0.0,0.0
Lithuania,2022-09-02,10,14,25.36,23.14,0.3
Lithuania,2022-09-02,15,17,61.13,57.95,1.73
Lithuania,2022-09-02,18,24,85.64,82.68,29.21
Lithuania,2022-09-02,25,49,81.87,79.75,31.57
Lithuania,2022-09-02,5,9,3.78,2.6,0.0
Lithuania,2022-09-02,50,59,81.64,79.77,37.1
Lithuania,2022-09-02,60,69,79.64,78.28,47.12
Lithuania,2022-09-02,70,79,80.26,79.05,56.65
Lithuania,2022-09-02,80,,68.33,67.59,48.57
Lithuania,2022-09-09,0,4,0.03,0.0,0.0
Lithuania,2022-09-09,10,14,25.37,23.15,0.3
Lithuania,2022-09-09,15,17,61.13,57.96,1.74
Lithuania,2022-09-09,18,24,85.65,82.69,29.22
Lithuania,2022-09-09,25,49,81.88,79.76,31.58
Lithuania,2022-09-09,5,9,3.79,2.61,0.0
Lithuania,2022-09-09,50,59,81.65,79.78,37.11
Lithuania,2022-09-09,60,69,79.64,78.29,47.13
Lithuania,2022-09-09,70,79,80.27,79.05,56.65
Lithuania,2022-09-09,80,,68.33,67.6,48.59
Lithuania,2022-09-16,0,4,0.03,0.0,0.0
Lithuania,2022-09-16,10,14,25.38,23.16,0.31
Lithuania,2022-09-16,15,17,61.14,57.96,1.74
Lithuania,2022-09-16,18,24,85.66,82.7,29.23
Lithuania,2022-09-16,25,49,81.89,79.77,31.6
Lithuania,2022-09-16,5,9,3.79,2.61,0.0
Lithuania,2022-09-16,50,59,81.65,79.78,37.12
Lithuania,2022-09-16,60,69,79.65,78.29,47.14
Lithuania,2022-09-16,70,79,80.27,79.05,56.66
Lithuania,2022-09-16,80,,68.33,67.6,48.59
Lithuania,2022-09-23,0,4,0.03,0.0,0.0
Lithuania,2022-09-23,10,14,25.39,23.17,0.31
Lithuania,2022-09-23,15,17,61.14,57.97,1.74
Lithuania,2022-09-23,18,24,85.66,82.7,29.25
Lithuania,2022-09-23,25,49,81.9,79.78,31.61
Lithuania,2022-09-23,5,9,3.79,2.61,0.0
Lithuania,2022-09-23,50,59,81.66,79.79,37.13
Lithuania,2022-09-23,60,69,79.65,78.3,47.14
Lithuania,2022-09-23,70,79,80.27,79.05,56.66
Lithuania,2022-09-23,80,,68.33,67.6,48.6
Lithuania,2022-09-30,0,4,0.03,0.0,0.0
Lithuania,2022-09-30,10,14,25.39,23.17,0.31
Lithuania,2022-09-30,15,17,61.15,57.97,1.75
Lithuania,2022-09-30,18,24,85.67,82.71,29.26
Lithuania,2022-09-30,25,49,81.91,79.79,31.63
Lithuania,2022-09-30,5,9,3.8,2.62,0.0
Lithuania,2022-09-30,50,59,81.66,79.79,37.14
Lithuania,2022-09-30,60,69,79.65,78.3,47.15
Lithuania,2022-09-30,70,79,80.27,79.06,56.67
Lithuania,2022-09-30,80,,68.34,67.6,48.6
Lithuania,2022-10-07,0,4,0.03,0.0,0.0
Lithuania,2022-10-07,10,14,25.39,23.18,0.31
Lithuania,2022-10-07,15,17,61.15,57.97,1.75
Lithuania,2022-10-07,18,24,85.67,82.72,29.27
Lithuania,2022-10-07,25,49,81.92,79.81,31.64
Lithuania,2022-10-07,5,9,3.8,2.62,0.0
Lithuania,2022-10-07,50,59,81.66,79.8,37.16
Lithuania,2022-10-07,60,69,79.66,78.31,47.17
Lithuania,2022-10-07,70,79,80.28,79.06,56.69
Lithuania,2022-10-07,80,,68.34,67.61,48.62
Lithuania,2022-10-14,0,4,0.03,0.0,0.0
Lithuania,2022-10-14,10,14,25.39,23.18,0.32
Lithuania,2022-10-14,15,17,61.15,57.98,1.76
Lithuania,2022-10-14,18,24,85.69,82.72,29.28
Lithuania,2022-10-14,25,49,81.93,79.81,31.66
Lithuania,2022-10-14,5,9,3.8,2.62,0.0
Lithuania,2022-10-14,50,59,81.67,79.8,37.17
Lithuania,2022-10-14,60,69,79.66,78.31,47.2
Lithuania,2022-10-14,70,79,80.28,79.06,56.72
Lithuania,2022-10-14,80,,68.34,67.61,48.64
Lithuania,2022-10-21,0,4,0.03,0.0,0.0
Lithuania,2022-10-21,10,14,25.4,23.19,0.32
Lithuania,2022-10-21,15,17,61.15,57.99,1.77
Lithuania,2022-10-21,18,24,85.69,82.72,29.29
Lithuania,2022-10-21,25,49,81.94,79.82,31.67
Lithuania,2022-10-21,5,9,3.8,2.62,0.0
Lithuania,2022-10-21,50,59,81.67,79.8,37.18
Lithuania,2022-10-21,60,69,79.66,78.32,47.22
Lithuania,2022-10-21,70,79,80.28,79.07,56.74
Lithuania,2022-10-21,80,,68.34,67.61,48.67
Lithuania,2022-10-28,0,4,0.03,0.0,0.0
Lithuania,2022-10-28,10,14,25.4,23.19,0.33
Lithuania,2022-10-28,15,17,61.15,57.99,1.78
Lithuania,2022-10-28,18,24,85.7,82.73,29.29
Lithuania,2022-10-28,25,49,81.94,79.83,31.69
Lithuania,2022-10-28,5,9,3.8,2.62,0.0
Lithuania,2022-10-28,50,59,81.67,79.81,37.2
Lithuania,2022-10-28,60,69,79.67,78.32,47.25
Lithuania,2022-10-28,70,79,80.28,79.07,56.77
Lithuania,2022-10-28,80,,68.35,67.62,48.69
Lithuania,2022-11-04,0,4,0.03,0.0,0.0
Lithuania,2022-11-04,10,14,25.4,23.19,0.33
Lithuania,2022-11-04,15,17,61.16,57.99,1.79
Lithuania,2022-11-04,18,24,85.7,82.73,29.3
Lithuania,2022-11-04,25,49,81.95,79.83,31.7
Lithuania,2022-11-04,5,9,3.8,2.62,0.0
Lithuania,2022-11-04,50,59,81.68,79.81,37.21
Lithuania,2022-11-04,60,69,79.67,78.33,47.26
Lithuania,2022-11-04,70,79,80.28,79.08,56.78
Lithuania,2022-11-04,80,,68.35,67.62,48.7
Lithuania,2022-11-11,0,4,0.03,0.0,0.0
Lithuania,2022-11-11,10,14,25.4,23.19,0.34
Lithuania,2022-11-11,15,17,61.16,57.99,1.8
Lithuania,2022-11-11,18,24,85.71,82.74,29.31
Lithuania,2022-11-11,25,49,81.95,79.84,31.71
Lithuania,2022-11-11,5,9,3.8,2.62,0.0
Lithuania,2022-11-11,50,59,81.68,79.82,37.22
Lithuania,2022-11-11,60,69,79.67,78.33,47.28
Lithuania,2022-11-11,70,79,80.28,79.08,56.81
Lithuania,2022-11-11,80,,68.35,67.63,48.72
Lithuania,2022-11-18,0,4,0.03,0.0,0.0
Lithuania,2022-11-18,10,14,25.41,23.2,0.34
Lithuania,2022-11-18,15,17,61.16,57.99,1.82
Lithuania,2022-11-18,18,24,85.71,82.74,29.31
Lithuania,2022-11-18,25,49,81.96,79.85,31.72
Lithuania,2022-11-18,5,9,3.8,2.62,0.0
Lithuania,2022-11-18,50,59,81.68,79.82,37.24
Lithuania,2022-11-18,60,69,79.67,78.34,47.3
Lithuania,2022-11-18,70,79,80.28,79.08,56.83
Lithuania,2022-11-18,80,,68.35,67.63,48.75
Lithuania,2022-11-25,0,4,0.03,0.0,0.0
Lithuania,2022-11-25,10,14,25.41,23.2,0.35
Lithuania,2022-11-25,15,17,61.16,57.99,1.84
Lithuania,2022-11-25,18,24,85.71,82.74,29.32
Lithuania,2022-11-25,25,49,81.96,79.85,31.73
Lithuania,2022-11-25,5,9,3.81,2.63,0.0
Lithuania,2022-11-25,50,59,81.68,79.82,37.25
Lithuania,2022-11-25,60,69,79.68,78.34,47.32
Lithuania,2022-11-25,70,79,80.28,79.08,56.85
Lithuania,2022-11-25,80,,68.35,67.63,48.77
Lithuania,2022-12-02,0,4,0.03,0.0,0.0
Lithuania,2022-12-02,10,14,25.41,23.2,0.35
Lithuania,2022-12-02,15,17,61.16,58.0,1.84
Lithuania,2022-12-02,18,24,85.72,82.75,29.34
Lithuania,2022-12-02,25,49,81.97,79.86,31.74
Lithuania,2022-12-02,5,9,3.81,2.63,0.0
Lithuania,2022-12-02,50,59,81.69,79.82,37.26
Lithuania,2022-12-02,60,69,79.68,78.34,47.33
Lithuania,2022-12-02,70,79,80.28,79.09,56.88
Lithuania,2022-12-02,80,,68.35,67.63,48.8
Lithuania,2022-12-09,0,4,0.03,0.0,0.0
Lithuania,2022-12-09,10,14,25.42,23.2,0.36
Lithuania,2022-12-09,15,17,61.16,58.0,1.85
Lithuania,2022-12-09,18,24,85.72,82.75,29.35
Lithuania,2022-12-09,25,49,81.97,79.86,31.75
Lithuania,2022-12-09,5,9,3.81,2.63,0.0
Lithuania,2022-12-09,50,59,81.69,79.83,37.27
Lithuania,2022-12-09,60,69,79.68,78.35,47.35
Lithuania,2022-12-09,70,79,80.29,79.09,56.89
Lithuania,2022-12-09,80,,68.36,67.64,48.81
Lithuania,2022-12-16,0,4,0.03,0.0,0.0
Lithuania,2022-12-16,10,14,25.42,23.21,0.36
Lithuania,2022-12-16,15,17,61.17,58.0,1.85
Lithuania,2022-12-16,18,24,85.73,82.76,29.35
Lithuania,2022-12-16,25,49,81.97,79.86,31.76
Lithuania,2022-12-16,5,9,3.81,2.63,0.0
Lithuania,2022-12-16,50,59,81.69,79.83,37.27
Lithuania,2022-12-16,60,69,79.68,78.35,47.36
Lithuania,2022-12-16,70,79,80.29,79.09,56.89
Lithuania,2022-12-16,80,,68.36,67.64,48.82
Lithuania,2022-12-23,0,4,0.03,0.0,0.0
Lithuania,2022-12-23,10,14,25.42,23.21,0.36
Lithuania,2022-12-23,15,17,61.17,58.0,1.86
Lithuania,2022-12-23,18,24,85.73,82.76,29.36
Lithuania,2022-12-23,25,49,81.98,79.87,31.76
Lithuania,2022-12-23,5,9,3.81,2.63,0.0
Lithuania,2022-12-23,50,59,81.69,79.83,37.27
Lithuania,2022-12-23,60,69,79.68,78.35,47.36
Lithuania,2022-12-23,70,79,80.29,79.09,56.9
Lithuania,2022-12-23,80,,68.36,67.64,48.83
Lithuania,2022-12-30,0,4,0.03,0.0,0.0
Lithuania,2022-12-30,10,14,25.42,23.21,0.36
Lithuania,2022-12-30,15,17,61.17,58.0,1.87
Lithuania,2022-12-30,18,24,85.74,82.77,29.37
Lithuania,2022-12-30,25,49,81.98,79.87,31.77
Lithuania,2022-12-30,5,9,3.81,2.63,0.0
Lithuania,2022-12-30,50,59,81.69,79.83,37.28
Lithuania,2022-12-30,60,69,79.68,78.35,47.37
Lithuania,2022-12-30,70,79,80.29,79.09,56.9
Lithuania,2022-12-30,80,,68.36,67.64,48.84
Lithuania,2023-01-06,0,4,0.03,0.0,0.0
Lithuania,2023-01-06,10,14,25.42,23.21,0.36
Lithuania,2023-01-06,15,17,61.17,58.0,1.87
Lithuania,2023-01-06,18,24,85.74,82.77,29.38
Lithuania,2023-01-06,25,49,81.98,79.87,31.78
Lithuania,2023-01-06,5,9,3.82,2.63,0.0
Lithuania,2023-01-06,50,59,81.69,79.83,37.28
Lithuania,2023-01-06,60,69,79.69,78.35,47.37
Lithuania,2023-01-06,70,79,80.29,79.09,56.9
Lithuania,2023-01-06,80,,68.36,67.64,48.84
Lithuania,2023-01-13,0,4,0.03,0.0,0.0
Lithuania,2023-01-13,10,14,25.43,23.21,0.36
Lithuania,2023-01-13,15,17,61.17,58.01,1.88
Lithuania,2023-01-13,18,24,85.74,82.77,29.39
Lithuania,2023-01-13,25,49,81.99,79.88,31.79
Lithuania,2023-01-13,5,9,3.82,2.63,0.0
Lithuania,2023-01-13,50,59,81.69,79.84,37.29
Lithuania,2023-01-13,60,69,79.69,78.36,47.37
Lithuania,2023-01-13,70,79,80.29,79.09,56.9
Lithuania,2023-01-13,80,,68.36,67.64,48.85
Lithuania,2023-01-20,0,4,0.03,0.0,0.0
Lithuania,2023-01-20,10,14,25.43,23.21,0.37
Lithuania,2023-01-20,15,17,61.17,58.01,1.88
Lithuania,2023-01-20,18,24,85.75,82.77,29.39
Lithuania,2023-01-20,25,49,81.99,79.88,31.79
Lithuania,2023-01-20,5,9,3.82,2.63,0.0
Lithuania,2023-01-20,50,59,81.7,79.84,37.29
Lithuania,2023-01-20,60,69,79.69,78.36,47.38
Lithuania,2023-01-20,70,79,80.29,79.09,56.91
Lithuania,2023-01-20,80,,68.36,67.64,48.85
Lithuania,2023-01-27,0,4,0.03,0.0,0.0
Lithuania,2023-01-27,10,14,25.43,23.22,0.37
Lithuania,2023-01-27,15,17,61.18,58.01,1.88
Lithuania,2023-01-27,18,24,85.75,82.77,29.39
Lithuania,2023-01-27,25,49,81.99,79.88,31.8
Lithuania,2023-01-27,5,9,3.82,2.63,0.0
Lithuania,2023-01-27,50,59,81.7,79.84,37.29
Lithuania,2023-01-27,60,69,79.69,78.36,47.38
Lithuania,2023-01-27,70,79,80.29,79.09,56.91
Lithuania,2023-01-27,80,,68.36,67.64,48.85
Lithuania,2023-02-03,0,4,0.03,0.0,0.0
Lithuania,2023-02-03,10,14,25.43,23.22,0.37
Lithuania,2023-02-03,15,17,61.18,58.01,1.89
Lithuania,2023-02-03,18,24,85.76,82.78,29.39
Lithuania,2023-02-03,25,49,82.0,79.89,31.8
Lithuania,2023-02-03,5,9,3.82,2.64,0.0
Lithuania,2023-02-03,50,59,81.7,79.84,37.29
Lithuania,2023-02-03,60,69,79.69,78.36,47.38
Lithuania,2023-02-03,70,79,80.29,79.09,56.91
Lithuania,2023-02-03,80,,68.36,67.64,48.86
Lithuania,2023-02-10,0,4,0.03,0.0,0.0
Lithuania,2023-02-10,10,14,25.43,23.22,0.37
Lithuania,2023-02-10,15,17,61.18,58.01,1.89
Lithuania,2023-02-10,18,24,85.76,82.78,29.4
Lithuania,2023-02-10,25,49,82.0,79.89,31.8
Lithuania,2023-02-10,5,9,3.83,2.64,0.0
Lithuania,2023-02-10,50,59,81.7,79.84,37.3
Lithuania,2023-02-10,60,69,79.69,78.36,47.39
Lithuania,2023-02-10,70,79,80.29,79.09,56.91
Lithuania,2023-02-10,80,,68.36,67.64,48.86
Lithuania,2023-02-17,0,4,0.03,0.0,0.0
Lithuania,2023-02-17,10,14,25.43,23.22,0.37
Lithuania,2023-02-17,15,17,61.18,58.01,1.89
Lithuania,2023-02-17,18,24,85.76,82.78,29.4
Lithuania,2023-02-17,25,49,82.0,79.89,31.81
Lithuania,2023-02-17,5,9,3.83,2.64,0.0
Lithuania,2023-02-17,50,59,81.7,79.84,37.3
Lithuania,2023-02-17,60,69,79.69,78.36,47.39
Lithuania,2023-02-17,70,79,80.29,79.09,56.91
Lithuania,2023-02-17,80,,68.36,67.64,48.86
Lithuania,2023-02-24,0,4,0.03,0.0,0.0
Lithuania,2023-02-24,10,14,25.44,23.22,0.37
Lithuania,2023-02-24,15,17,61.18,58.01,1.89
Lithuania,2023-02-24,18,24,85.77,82.78,29.4
Lithuania,2023-02-24,25,49,82.0,79.89,31.81
Lithuania,2023-02-24,5,9,3.83,2.64,0.0
Lithuania,2023-02-24,50,59,81.7,79.84,37.3
Lithuania,2023-02-24,60,69,79.69,78.36,47.39
Lithuania,2023-02-24,70,79,80.29,79.09,56.91
Lithuania,2023-02-24,80,,68.36,67.64,48.86
Lithuania,2023-03-03,0,4,0.03,0.0,0.0
Lithuania,2023-03-03,10,14,25.44,23.22,0.37
Lithuania,2023-03-03,15,17,61.18,58.01,1.89
Lithuania,2023-03-03,18,24,85.78,82.79,29.41
Lithuania,2023-03-03,25,49,82.01,79.9,31.81
Lithuania,2023-03-03,5,9,3.83,2.64,0.0
Lithuania,2023-03-03,50,59,81.7,79.84,37.3
Lithuania,2023-03-03,60,69,79.69,78.36,47.39
Lithuania,2023-03-03,70,79,80.29,79.1,56.92
Lithuania,2023-03-03,80,,68.36,67.64,48.86
Lithuania,2023-03-10,0,4,0.03,0.0,0.0
Lithuania,2023-03-10,10,14,25.44,23.22,0.37
Lithuania,2023-03-10,15,17,61.18,58.01,1.89
Lithuania,2023-03-10,18,24,85.78,82.79,29.41
Lithuania,2023-03-10,25,49,82.01,79.9,31.81
Lithuania,2023-03-10,5,9,3.83,2.64,0.0
Lithuania,2023-03-10,50,59,81.7,79.85,37.3
Lithuania,2023-03-10,60,69,79.69,78.36,47.39
Lithuania,2023-03-10,70,79,80.29,79.1,56.92
Lithuania,2023-03-10,80,,68.36,67.64,48.86
Lithuania,2023-03-17,0,4,0.03,0.0,0.0
Lithuania,2023-03-17,10,14,25.44,23.23,0.37
Lithuania,2023-03-17,15,17,61.18,58.01,1.89
Lithuania,2023-03-17,18,24,85.78,82.79,29.41
Lithuania,2023-03-17,25,49,82.01,79.9,31.81
Lithuania,2023-03-17,5,9,3.83,2.64,0.0
Lithuania,2023-03-17,50,59,81.7,79.85,37.31
Lithuania,2023-03-17,60,69,79.69,78.36,47.39
Lithuania,2023-03-17,70,79,80.29,79.1,56.92
Lithuania,2023-03-17,80,,68.36,67.64,48.86
Lithuania,2023-03-24,0,4,0.03,0.0,0.0
Lithuania,2023-03-24,10,14,25.44,23.23,0.37
Lithuania,2023-03-24,15,17,61.18,58.01,1.89
Lithuania,2023-03-24,18,24,85.78,82.79,29.41
Lithuania,2023-03-24,25,49,82.01,79.9,31.82
Lithuania,2023-03-24,5,9,3.83,2.64,0.0
Lithuania,2023-03-24,50,59,81.7,79.85,37.31
Lithuania,2023-03-24,60,69,79.69,78.36,47.39
Lithuania,2023-03-24,70,79,80.29,79.1,56.92
Lithuania,2023-03-24,80,,68.36,67.64,48.86
Lithuania,2023-03-31,0,4,0.03,0.0,0.0
Lithuania,2023-03-31,10,14,25.44,23.23,0.37
Lithuania,2023-03-31,15,17,61.19,58.01,1.89
Lithuania,2023-03-31,18,24,85.79,82.79,29.41
Lithuania,2023-03-31,25,49,82.01,79.91,31.82
Lithuania,2023-03-31,5,9,3.83,2.64,0.0
Lithuania,2023-03-31,50,59,81.71,79.85,37.31
Lithuania,2023-03-31,60,69,79.69,78.36,47.39
Lithuania,2023-03-31,70,79,80.29,79.1,56.92
Lithuania,2023-03-31,80,,68.36,67.64,48.86
Lithuania,2023-04-07,0,4,0.03,0.0,0.0
Lithuania,2023-04-07,10,14,25.44,23.23,0.37
Lithuania,2023-04-07,15,17,61.19,58.01,1.9
Lithuania,2023-04-07,18,24,85.79,82.8,29.42
Lithuania,2023-04-07,25,49,82.01,79.91,31.82
Lithuania,2023-04-07,5,9,3.83,2.64,0.0
Lithuania,2023-04-07,50,59,81.71,79.85,37.31
Lithuania,2023-04-07,60,69,79.69,78.36,47.39
Lithuania,2023-04-07,70,79,80.29,79.1,56.92
Lithuania,2023-04-07,80,,68.36,67.64,48.86
Lithuania,2023-04-14,0,4,0.03,0.0,0.0
Lithuania,2023-04-14,10,14,25.44,23.23,0.37
Lithuania,2023-04-14,15,17,61.19,58.01,1.9
Lithuania,2023-04-14,18,24,85.79,82.8,29.42
Lithuania,2023-04-14,25,49,82.02,79.91,31.82
Lithuania,2023-04-14,5,9,3.83,2.65,0.0
Lithuania,2023-04-14,50,59,81.71,79.85,37.31
Lithuania,2023-04-14,60,69,79.7,78.36,47.39
Lithuania,2023-04-14,70,79,80.29,79.1,56.92
Lithuania,2023-04-14,80,,68.36,67.64,48.86
Lithuania,2023-04-21,0,4,0.03,0.0,0.0
Lithuania,2023-04-21,10,14,25.44,23.23,0.37
Lithuania,2023-04-21,15,17,61.19,58.02,1.9
Lithuania,2023-04-21,18,24,85.79,82.8,29.42
Lithuania,2023-04-21,25,49,82.02,79.91,31.82
Lithuania,2023-04-21,5,9,3.83,2.65,0.0
Lithuania,2023-04-21,50,59,81.71,79.85,37.31
Lithuania,2023-04-21,60,69,79.7,78.37,47.39
Lithuania,2023-04-21,70,79,80.3,79.1,56.92
Lithuania,2023-04-21,80,,68.36,67.64,48.86
Lithuania,2023-04-28,0,4,0.03,0.01,0.0
Lithuania,2023-04-28,10,14,25.44,23.23,0.37
Lithuania,2023-04-28,15,17,61.19,58.02,1.9
Lithuania,2023-04-28,18,24,85.8,82.8,29.42
Lithuania,2023-04-28,25,49,82.02,79.91,31.82
Lithuania,2023-04-28,5,9,3.83,2.65,0.0
Lithuania,2023-04-28,50,59,81.71,79.85,37.31
Lithuania,2023-04-28,60,69,79.7,78.37,47.39
Lithuania,2023-04-28,70,79,80.3,79.1,56.92
Lithuania,2023-04-28,80,,68.36,67.64,48.86
Lithuania,2023-05-05,0,4,0.03,0.01,0.0
Lithuania,2023-05-05,10,14,25.44,23.23,0.37
Lithuania,2023-05-05,15,17,61.19,58.02,1.9
Lithuania,2023-05-05,18,24,85.8,82.81,29.42
Lithuania,2023-05-05,25,49,82.02,79.91,31.82
Lithuania,2023-05-05,5,9,3.83,2.65,0.0
Lithuania,2023-05-05,50,59,81.71,79.85,37.31
Lithuania,2023-05-05,60,69,79.7,78.37,47.39
Lithuania,2023-05-05,70,79,80.3,79.1,56.92
Lithuania,2023-05-05,80,,68.36,67.64,48.86
Lithuania,2023-05-12,0,4,0.03,0.01,0.0
Lithuania,2023-05-12,10,14,25.44,23.23,0.37
Lithuania,2023-05-12,15,17,61.19,58.02,1.9
Lithuania,2023-05-12,18,24,85.8,82.81,29.42
Lithuania,2023-05-12,25,49,82.02,79.91,31.82
Lithuania,2023-05-12,5,9,3.83,2.65,0.0
Lithuania,2023-05-12,50,59,81.71,79.85,37.31
Lithuania,2023-05-12,60,69,79.7,78.37,47.39
Lithuania,2023-05-12,70,79,80.3,79.1,56.92
Lithuania,2023-05-12,80,,68.36,67.64,48.86
Lithuania,2023-05-19,0,4,0.03,0.01,0.0
Lithuania,2023-05-19,10,14,25.44,23.23,0.37
Lithuania,2023-05-19,15,17,61.19,58.02,1.9
Lithuania,2023-05-19,18,24,85.8,82.81,29.42
Lithuania,2023-05-19,25,49,82.02,79.91,31.82
Lithuania,2023-05-19,5,9,3.83,2.65,0.0
Lithuania,2023-05-19,50,59,81.71,79.85,37.31
Lithuania,2023-05-19,60,69,79.7,78.37,47.39
Lithuania,2023-05-19,70,79,80.3,79.1,56.92
Lithuania,2023-05-19,80,,68.36,67.64,48.86
Lithuania,2023-05-26,0,4,0.03,0.01,0.0
Lithuania,2023-05-26,10,14,25.44,23.23,0.37
Lithuania,2023-05-26,15,17,61.19,58.02,1.9
Lithuania,2023-05-26,18,24,85.8,82.81,29.42
Lithuania,2023-05-26,25,49,82.02,79.91,31.82
Lithuania,2023-05-26,5,9,3.83,2.65,0.0
Lithuania,2023-05-26,50,59,81.71,79.85,37.31
Lithuania,2023-05-26,60,69,79.7,78.37,47.39
Lithuania,2023-05-26,70,79,80.3,79.1,56.92
Lithuania,2023-05-26,80,,68.36,67.64,48.86
Lithuania,2023-06-02,0,4,0.03,0.01,0.0
Lithuania,2023-06-02,10,14,25.44,23.23,0.37
Lithuania,2023-06-02,15,17,61.19,58.02,1.9
Lithuania,2023-06-02,18,24,85.8,82.81,29.42
Lithuania,2023-06-02,25,49,82.02,79.91,31.82
Lithuania,2023-06-02,5,9,3.83,2.65,0.0
Lithuania,2023-06-02,50,59,81.71,79.85,37.31
Lithuania,2023-06-02,60,69,79.7,78.37,47.39
Lithuania,2023-06-02,70,79,80.3,79.1,56.92
Lithuania,2023-06-02,80,,68.36,67.64,48.86
Lithuania,2023-06-09,0,4,0.03,0.01,0.0
Lithuania,2023-06-09,10,14,25.44,23.23,0.37
